,predicted,targets,R_mean
4766,5.0,5.0,0.105616815
4767,2.0,2.0,0.016537366
4768,5.0,9.0,0.07228746
4769,1.0,1.0,0.11667653
4770,8.0,8.0,0.31538555
4771,8.0,8.0,0.5200838
4772,8.0,8.0,0.112927966
4773,5.0,6.0,0.10701785
4774,2.0,2.0,0.0124529535
4775,7.0,7.0,0.012053858
4776,8.0,8.0,0.38145742
4777,2.0,2.0,0.08568016
4778,0.0,0.0,0.13096869
4779,5.0,9.0,0.02383927
4780,4.0,9.0,0.21851201
4781,2.0,2.0,0.20957528
4782,2.0,1.0,0.388125
4783,2.0,7.0,0.057750426
4784,5.0,6.0,0.22433403
4785,3.0,3.0,0.20290571
4786,3.0,3.0,0.5167561
4787,3.0,3.0,0.37421325
4788,4.0,4.0,0.06586636
4789,4.0,4.0,0.2817257
4790,2.0,2.0,0.10116628
4791,1.0,1.0,0.021349419
4792,5.0,3.0,0.024038786
4793,4.0,4.0,0.36868808
4794,7.0,7.0,0.08296824
4795,6.0,6.0,0.11950446
4796,8.0,8.0,0.049475517
4797,6.0,4.0,0.13849199
4798,0.0,0.0,0.15071765
4799,6.0,6.0,0.32033008
4800,4.0,9.0,0.08960044
4801,6.0,6.0,0.24954343
4802,6.0,8.0,0.15520716
4803,0.0,0.0,0.24014424
4804,7.0,8.0,0.0108316615
4805,2.0,2.0,0.21167001
4806,1.0,1.0,0.38167563
4807,2.0,2.0,0.16205254
4808,2.0,2.0,0.049225494
4809,0.0,8.0,0.20050822
4810,4.0,4.0,0.15187113
4811,3.0,3.0,0.4355031
4812,9.0,9.0,0.24880965
4813,3.0,3.0,0.09031292
4814,7.0,7.0,0.019905264
4815,6.0,0.0,0.32793367
4816,5.0,5.0,0.39902827
4817,7.0,7.0,0.49300945
4818,2.0,2.0,0.20516342
4819,3.0,3.0,0.029718788
4820,2.0,2.0,0.35729057
4821,5.0,6.0,0.10255166
4822,6.0,6.0,0.33205307
4823,1.0,1.0,0.4988506
4824,0.0,0.0,0.11006457
4825,3.0,7.0,0.016694799
4826,4.0,7.0,0.25243935
4827,2.0,8.0,0.12815085
4828,5.0,2.0,0.04996524
4829,2.0,8.0,0.09855596
4830,3.0,2.0,0.10466419
4831,8.0,8.0,0.41384926
4832,6.0,9.0,0.38136473
4833,6.0,6.0,0.027628513
4834,6.0,6.0,0.00013163181
4835,2.0,2.0,0.33921534
4836,6.0,6.0,0.26067123
4837,3.0,3.0,0.12504202
4838,9.0,9.0,0.10952968
4839,3.0,3.0,0.41831297
4840,6.0,5.0,0.13985339
4841,0.0,0.0,0.08877281
4842,2.0,2.0,0.68673897
4843,4.0,4.0,0.13500278
4844,1.0,1.0,0.017500287
4845,3.0,3.0,0.48769945
4846,1.0,1.0,0.0012975894
4847,3.0,3.0,0.5486155
4848,7.0,7.0,0.38497925
4849,7.0,8.0,0.009699324
4850,6.0,6.0,0.32139006
4851,6.0,6.0,0.17842875
4852,7.0,9.0,0.19342008
4853,5.0,5.0,0.017173644
4854,3.0,3.0,0.010469514
4855,1.0,9.0,0.31568158
4856,0.0,0.0,0.26911086
4857,3.0,8.0,0.089293346
4858,0.0,0.0,0.2047684
4859,6.0,6.0,0.0935949
4860,3.0,3.0,0.2925828
4861,4.0,4.0,0.013108341
4862,1.0,1.0,0.46928242
4863,5.0,5.0,0.08461366
4864,0.0,0.0,0.014407422
4865,7.0,7.0,0.38066787
4866,4.0,4.0,0.444016
4867,8.0,8.0,0.33495748
4868,6.0,8.0,0.28905734
4869,4.0,4.0,0.37162477
4870,0.0,0.0,0.21850312
4871,8.0,8.0,0.05231277
4872,0.0,0.0,0.018447129
4873,3.0,3.0,0.079732865
4874,8.0,8.0,0.12382639
4875,6.0,6.0,0.16938402
4876,4.0,4.0,0.016555384
4877,7.0,7.0,0.26457912
4878,9.0,9.0,0.20729016
4879,0.0,0.0,0.40265286
4880,1.0,1.0,0.6618317
4881,2.0,2.0,0.48827615
4882,3.0,3.0,0.1044023
4883,4.0,4.0,0.01850751
4884,1.0,1.0,0.27115706
4885,2.0,2.0,0.005188739
4886,7.0,9.0,0.027859168
4887,1.0,1.0,0.059569884
4888,9.0,9.0,0.025425153
4889,2.0,2.0,0.02783714
4890,4.0,4.0,0.0031230066
4891,7.0,7.0,0.058302052
4892,8.0,8.0,0.04014723
4893,4.0,4.0,0.49301684
4894,9.0,9.0,0.15817037
4895,4.0,4.0,0.16630992
4896,6.0,6.0,0.23609965
4897,3.0,3.0,0.1355907
4898,1.0,1.0,0.042884436
4899,5.0,5.0,0.027014598
4900,8.0,8.0,0.081614316
4901,5.0,5.0,0.13843422
4902,8.0,9.0,0.12450223
4903,2.0,7.0,0.29234105
4904,9.0,9.0,0.08572984
4905,1.0,1.0,0.21545087
4906,2.0,7.0,0.13106297
4907,1.0,1.0,0.19318439
4908,7.0,9.0,0.3789997
4909,1.0,1.0,0.34222534
4910,2.0,2.0,0.3938721
4911,8.0,8.0,0.087918945
4912,2.0,2.0,0.083024666
4913,7.0,7.0,0.059238482
4914,1.0,1.0,0.16241302
4915,7.0,0.0,0.10854558
4916,4.0,4.0,0.27617076
4917,2.0,2.0,0.1416005
4918,4.0,4.0,0.023310946
4919,1.0,1.0,0.071932636
4920,0.0,0.0,0.086823344
4921,1.0,1.0,0.0622718
4922,1.0,1.0,0.40368873
4923,1.0,1.0,0.050550006
4924,4.0,5.0,0.1151985
4925,2.0,2.0,0.0932668
4926,6.0,7.0,0.22380777
4927,7.0,7.0,0.03887037
4928,4.0,4.0,0.5692255
4929,5.0,5.0,0.12814629
4930,2.0,2.0,0.011641828
4931,1.0,1.0,0.04331428
4932,5.0,5.0,0.05193858
4933,2.0,2.0,0.019554805
4934,4.0,4.0,0.04094115
4935,0.0,0.0,0.0016344059
4936,6.0,8.0,0.18695454
4937,6.0,6.0,0.023847416
4938,6.0,6.0,0.32608396
4939,6.0,6.0,0.05887448
4940,2.0,7.0,0.23001328
4941,2.0,2.0,0.14739801
4942,7.0,7.0,0.06977626
4943,7.0,9.0,0.008040394
4944,6.0,7.0,0.068797454
4945,5.0,5.0,0.11744295
4946,7.0,9.0,0.038831294
4947,1.0,1.0,0.10732558
4948,3.0,3.0,0.05514335
4949,8.0,8.0,0.16816118
4950,7.0,7.0,0.020404667
4951,2.0,2.0,0.19681449
4952,5.0,8.0,0.07156301
4953,4.0,4.0,0.12856962
4954,0.0,0.0,0.08308296
4955,7.0,7.0,0.3923767
4956,1.0,1.0,0.15319398
4957,1.0,3.0,0.09392164
4958,8.0,8.0,0.056233656
4959,6.0,6.0,0.054493774
4960,6.0,6.0,0.33740836
4961,2.0,2.0,0.3551272
4962,6.0,6.0,0.09869675
4963,5.0,5.0,0.34131074
4964,0.0,0.0,0.04522752
4965,7.0,7.0,0.06955644
4966,5.0,5.0,0.43801
4967,8.0,8.0,0.14312838
4968,5.0,6.0,0.13737422
4969,7.0,7.0,0.021866765
4970,7.0,7.0,0.34671152
4971,4.0,8.0,0.56301403
4972,8.0,8.0,0.046055686
4973,2.0,2.0,0.11574042
4974,6.0,6.0,0.11669716
4975,4.0,4.0,0.0038306094
4976,4.0,4.0,0.1550786
4977,3.0,3.0,0.08882738
4978,7.0,7.0,0.34855986
4979,8.0,8.0,0.1363516
4980,4.0,4.0,0.21284513
4981,0.0,0.0,0.18285722
4982,3.0,3.0,0.3916076
4983,6.0,6.0,0.07963045
4984,2.0,2.0,0.004141485
4985,7.0,7.0,0.026164131
4986,1.0,1.0,0.5841933
4987,0.0,0.0,0.018987302
4988,2.0,2.0,0.6020331
4989,0.0,0.0,0.24307807
4990,8.0,9.0,0.0127768405
4991,4.0,9.0,0.38469252
4992,2.0,2.0,0.044117197
4993,1.0,0.0,0.39116493
4994,1.0,1.0,0.5524723
4995,7.0,7.0,0.074144155
4996,4.0,4.0,0.12309693
4997,3.0,9.0,0.06205998
4998,0.0,0.0,0.22183184
4999,8.0,8.0,0.034484547
5000,3.0,3.0,0.025125299
5001,7.0,7.0,0.088840105
5002,2.0,8.0,0.34507284
5003,4.0,4.0,0.10700934
5004,0.0,6.0,0.13225959
5005,5.0,5.0,0.08775821
5006,4.0,4.0,0.096836
5007,7.0,4.0,0.1790844
5008,8.0,8.0,0.066772684
5009,5.0,8.0,0.1638993
5010,8.0,8.0,0.4313694
5011,6.0,6.0,0.14766929
5012,5.0,5.0,0.11637943
5013,2.0,2.0,0.07461033
5014,2.0,2.0,0.06902143
5015,7.0,9.0,0.16930717
5016,6.0,6.0,0.010999968
5017,0.0,0.0,0.40596348
5018,2.0,3.0,0.09921172
5019,8.0,1.0,0.009603086
5020,1.0,1.0,0.14789411
5021,7.0,7.0,0.2298049
5022,6.0,6.0,0.19089252
5023,0.0,0.0,0.5295465
5024,6.0,6.0,0.3158594
5025,6.0,6.0,0.15148409
5026,0.0,0.0,0.3391418
5027,5.0,5.0,0.3842689
5028,1.0,4.0,0.24674825
5029,7.0,5.0,0.15516613
5030,7.0,7.0,0.24964656
5031,1.0,1.0,0.19421686
5032,3.0,3.0,0.13014172
5033,3.0,3.0,0.67011064
5034,1.0,1.0,0.12674838
5035,5.0,5.0,0.41995376
5036,7.0,3.0,0.11253775
5037,4.0,4.0,0.22767907
5038,5.0,5.0,0.040600937
5039,7.0,7.0,0.21635723
5040,6.0,6.0,0.08206798
5041,1.0,1.0,0.45835888
5042,0.0,0.0,0.01977402
5043,2.0,1.0,0.0824807
5044,3.0,2.0,0.09208994
5045,2.0,2.0,0.23766549
5046,0.0,0.0,0.2885534
5047,7.0,9.0,0.06059777
5048,9.0,9.0,0.13198084
5049,0.0,0.0,0.07672963
5050,1.0,1.0,0.10842021
5051,3.0,3.0,0.069561936
5052,6.0,7.0,0.2575937
5053,7.0,9.0,0.49734288
5054,3.0,1.0,0.13388894
5055,3.0,3.0,0.08836057
5056,3.0,3.0,0.073562
5057,8.0,8.0,0.1914908
5058,6.0,5.0,0.33173472
5059,4.0,4.0,0.2201453
5060,1.0,1.0,0.29454663
5061,1.0,1.0,0.14642088
5062,2.0,2.0,0.064804144
5063,8.0,8.0,0.09679451
5064,8.0,9.0,0.32078412
5065,7.0,9.0,0.019034505
5066,2.0,2.0,0.20532987
5067,7.0,7.0,0.20080537
5068,1.0,1.0,0.24584794
5069,7.0,7.0,0.3393828
5070,6.0,6.0,0.22378913
5071,2.0,2.0,0.18655752
5072,2.0,2.0,0.20000626
5073,1.0,1.0,0.1448442
5074,4.0,4.0,0.5242149
5075,3.0,3.0,0.039193355
5076,3.0,7.0,0.004049526
5077,0.0,0.0,0.084816426
5078,8.0,8.0,0.26021323
5079,8.0,9.0,0.106267236
5080,6.0,6.0,0.032335356
5081,1.0,1.0,0.11578931
5082,8.0,8.0,0.03021144
5083,6.0,6.0,0.39106968
5084,2.0,7.0,0.33103734
5085,2.0,3.0,0.3694649
5086,0.0,0.0,0.22122516
5087,6.0,6.0,0.13526815
5088,0.0,0.0,0.17409326
5089,7.0,7.0,0.048019458
5090,4.0,4.0,0.025129825
5091,5.0,5.0,0.03775384
5092,6.0,6.0,0.07208088
5093,5.0,8.0,0.0012204394
5094,0.0,0.0,0.04986259
5095,1.0,1.0,0.09990773
5096,9.0,9.0,0.5022325
5097,5.0,5.0,0.20391573
5098,4.0,9.0,0.54976207
5099,6.0,6.0,0.3637299
5100,7.0,7.0,0.036462292
5101,8.0,9.0,0.013719856
5102,8.0,8.0,0.44436878
5103,2.0,2.0,0.18495607
5104,2.0,2.0,0.011168028
5105,2.0,2.0,0.17650436
5106,1.0,1.0,0.07544819
5107,3.0,9.0,0.13695803
5108,1.0,1.0,0.3616193
5109,7.0,7.0,0.14110337
5110,5.0,2.0,0.062310733
5111,4.0,4.0,0.06143374
5112,6.0,8.0,0.078044005
5113,2.0,2.0,0.05624184
5114,3.0,3.0,0.0121291345
5115,5.0,5.0,0.028054075
5116,1.0,1.0,0.043075856
5117,2.0,2.0,0.513859
5118,8.0,8.0,0.35243675
5119,7.0,9.0,0.59144264
5120,6.0,6.0,0.05001418
5121,1.0,1.0,0.14810815
5122,5.0,5.0,0.06388019
5123,6.0,5.0,0.06766814
5124,1.0,1.0,0.32574317
5125,2.0,2.0,0.10963195
5126,3.0,3.0,0.23843168
5127,0.0,0.0,0.024455924
5128,2.0,2.0,0.19931433
5129,8.0,9.0,0.3521978
5130,5.0,5.0,0.22459783
5131,0.0,0.0,0.14221063
5132,7.0,8.0,0.11663603
5133,7.0,7.0,0.2030433
5134,3.0,3.0,0.37495863
5135,5.0,5.0,0.057867765
5136,2.0,2.0,0.06739657
5137,3.0,3.0,0.0439507
5138,0.0,0.0,0.013440089
5139,0.0,0.0,0.4722886
5140,1.0,1.0,0.6728053
5141,0.0,0.0,0.047537845
5142,4.0,4.0,0.12067238
5143,5.0,5.0,0.26236305
5144,7.0,7.0,0.08293259
5145,1.0,1.0,0.03476592
5146,0.0,0.0,0.49575287
5147,4.0,4.0,0.060768433
5148,6.0,6.0,0.008735797
5149,6.0,6.0,0.06251341
5150,9.0,9.0,0.37411922
5151,2.0,2.0,0.009761043
5152,3.0,3.0,0.1711385
5153,0.0,0.0,0.1198097
5154,8.0,8.0,0.073584765
5155,5.0,5.0,0.18971385
5156,8.0,2.0,0.15007025
5157,1.0,1.0,0.023804063
5158,6.0,6.0,0.45908248
5159,5.0,0.0,0.06735021
5160,2.0,2.0,0.30180565
5161,5.0,0.0,0.15521605
5162,6.0,6.0,0.27316588
5163,4.0,4.0,0.15500206
5164,6.0,6.0,0.4597254
5165,0.0,0.0,0.06294735
5166,5.0,5.0,0.08811701
5167,3.0,3.0,0.10034111
5168,2.0,2.0,0.22077647
5169,3.0,8.0,0.1448769
5170,4.0,4.0,0.28898084
5171,0.0,0.0,0.2792836
5172,4.0,4.0,0.03616384
5173,6.0,6.0,0.070582
5174,5.0,5.0,0.35150826
5175,5.0,5.0,0.22219382
5176,4.0,4.0,0.06717944
5177,3.0,3.0,0.18652272
5178,0.0,0.0,0.21395162
5179,0.0,0.0,0.24463513
5180,4.0,4.0,0.05067642
5181,6.0,6.0,0.40574297
5182,2.0,2.0,0.036172386
5183,4.0,4.0,0.22804837
5184,5.0,5.0,0.14965522
5185,9.0,9.0,0.18620494
5186,7.0,7.0,0.22491275
5187,0.0,0.0,0.015156332
5188,6.0,6.0,0.044557277
5189,8.0,8.0,0.0017672353
5190,4.0,9.0,0.005251554
5191,6.0,6.0,0.026226303
5192,2.0,2.0,0.05963919
5193,1.0,1.0,0.14400943
5194,2.0,2.0,0.015109782
5195,1.0,1.0,0.2633463
5196,3.0,3.0,0.038344268
5197,9.0,9.0,0.06137079
5198,4.0,4.0,0.07720218
5199,8.0,9.0,0.4730803
5200,3.0,5.0,0.13741703
5201,7.0,7.0,0.28327215
5202,6.0,6.0,0.3479981
5203,4.0,2.0,0.021794606
5204,3.0,3.0,0.08106963
5205,0.0,0.0,0.12837827
5206,0.0,0.0,0.16436736
5207,2.0,2.0,0.1843287
5208,1.0,1.0,0.12595
5209,4.0,4.0,0.2364356
5210,9.0,9.0,0.055920266
5211,5.0,5.0,0.1387444
5212,7.0,9.0,0.26593268
5213,2.0,2.0,0.08021177
5214,2.0,3.0,0.031979065
5215,4.0,4.0,0.047629118
5216,1.0,9.0,0.043733116
5217,1.0,1.0,0.052403904
5218,0.0,0.0,0.18018241
5219,9.0,9.0,0.22656308
5220,7.0,8.0,0.049523644
5221,1.0,4.0,0.03865126
5222,5.0,5.0,0.3461021
5223,6.0,6.0,0.3273119
5224,3.0,4.0,0.021892847
5225,0.0,0.0,0.3241046
5226,5.0,5.0,0.3748244
5227,5.0,8.0,0.22510283
5228,6.0,8.0,0.1264099
5229,0.0,0.0,0.22816522
5230,6.0,6.0,0.12751958
5231,1.0,1.0,0.3845171
5232,4.0,4.0,0.056622777
5233,0.0,0.0,0.6000314
5234,6.0,7.0,0.5981809
5235,0.0,0.0,0.31020847
5236,7.0,4.0,0.17588611
5237,8.0,5.0,0.0046944255
5238,7.0,7.0,0.13012089
5239,1.0,3.0,0.022774862
5240,8.0,8.0,0.08863543
5241,8.0,8.0,0.10030033
5242,2.0,2.0,0.1492586
5243,0.0,0.0,0.055254854
5244,1.0,1.0,0.17532441
5245,5.0,9.0,0.3253754
5246,3.0,3.0,0.21946567
5247,4.0,4.0,0.4726178
5248,9.0,9.0,0.33969384
5249,6.0,6.0,0.56527054
5250,2.0,2.0,0.01654806
5251,7.0,9.0,0.02672565
5252,7.0,7.0,0.14691879
5253,2.0,2.0,0.39759496
5254,0.0,0.0,0.26465234
5255,3.0,3.0,0.23772289
5256,1.0,1.0,0.12854116
5257,5.0,5.0,0.13709252
5258,4.0,4.0,0.0365517
5259,0.0,0.0,0.44610104
5260,2.0,2.0,0.3037757
5261,2.0,2.0,0.047192276
5262,7.0,7.0,0.027402366
5263,2.0,2.0,0.21024126
5264,1.0,0.0,0.20304649
5265,8.0,8.0,0.07725018
5266,1.0,1.0,0.04245982
5267,3.0,3.0,0.16834235
5268,3.0,3.0,0.12757443
5269,4.0,4.0,0.20410025
5270,5.0,5.0,0.42000484
5271,2.0,1.0,0.14888337
5272,4.0,4.0,0.52302134
5273,6.0,6.0,0.19819452
5274,7.0,9.0,0.19361188
5275,8.0,9.0,0.13761291
5276,8.0,8.0,0.6009003
5277,3.0,3.0,0.12959135
5278,7.0,7.0,0.019789197
5279,1.0,1.0,0.16324255
5280,4.0,4.0,0.10113219
5281,2.0,2.0,0.13921791
5282,6.0,6.0,0.45399234
5283,1.0,1.0,0.05569109
5284,1.0,1.0,0.021839065
5285,0.0,0.0,0.06919026
5286,0.0,0.0,0.13699149
5287,1.0,1.0,0.19300608
5288,9.0,9.0,0.041205574
5289,1.0,1.0,0.16916014
5290,1.0,1.0,0.076861836
5291,3.0,2.0,0.38917568
5292,3.0,3.0,0.48369026
5293,5.0,5.0,0.17922258
5294,7.0,7.0,0.16517869
5295,7.0,7.0,0.08545167
5296,2.0,2.0,0.1930034
5297,9.0,9.0,0.20710772
5298,5.0,5.0,0.43352994
5299,6.0,1.0,0.01245394
5300,6.0,9.0,0.2529734
5301,0.0,0.0,0.39538008
5302,8.0,9.0,0.28725752
5303,1.0,1.0,0.21542111
5304,5.0,5.0,0.4705343
5305,6.0,9.0,0.3599724
5306,1.0,1.0,0.073170125
5307,1.0,1.0,0.49116883
5308,8.0,8.0,0.17622964
5309,4.0,4.0,0.07683343
5310,8.0,5.0,0.21916498
5311,1.0,1.0,0.39736617
5312,4.0,1.0,0.051903263
5313,5.0,5.0,0.1671568
5314,1.0,1.0,0.056232426
5315,9.0,9.0,0.33885404
5316,0.0,0.0,0.18495405
5317,7.0,7.0,0.13480513
5318,1.0,1.0,0.08611676
5319,1.0,1.0,0.32348242
5320,1.0,1.0,0.036009487
5321,3.0,3.0,0.23222837
5322,4.0,4.0,0.14114241
5323,6.0,6.0,0.3246974
5324,5.0,5.0,0.19711843
5325,3.0,3.0,0.39749402
5326,6.0,6.0,0.16003762
5327,3.0,3.0,0.36576453
5328,0.0,0.0,0.10939709
5329,1.0,1.0,0.016432626
5330,4.0,8.0,0.02861078
5331,3.0,3.0,0.059817407
5332,9.0,9.0,0.23721853
5333,8.0,8.0,0.21275412
5334,4.0,4.0,0.2638033
5335,3.0,3.0,0.13811342
5336,0.0,0.0,0.14808059
5337,4.0,9.0,0.5818894
5338,1.0,1.0,0.123535484
5339,5.0,5.0,0.14037277
5340,4.0,4.0,0.34242383
5341,3.0,3.0,0.10755613
5342,3.0,7.0,0.26877022
5343,6.0,6.0,0.36672437
5344,1.0,1.0,0.012386211
5345,2.0,7.0,0.19798179
5346,2.0,2.0,0.17913632
5347,3.0,3.0,0.4646678
5348,2.0,2.0,0.31857172
5349,7.0,7.0,0.097570546
5350,5.0,5.0,0.043232158
5351,6.0,7.0,0.09352563
5352,4.0,4.0,0.15433016
5353,1.0,1.0,0.29249024
5354,1.0,1.0,0.062654704
5355,5.0,5.0,0.19588654
5356,1.0,1.0,0.53232634
5357,7.0,9.0,0.39786425
5358,4.0,4.0,0.15724735
5359,8.0,9.0,0.32874325
5360,5.0,5.0,0.065613106
5361,6.0,6.0,0.27590343
5362,3.0,3.0,0.26137868
5363,6.0,6.0,0.2835242
5364,1.0,1.0,0.36659428
5365,8.0,4.0,0.04290313
5366,8.0,9.0,0.26682642
5367,3.0,3.0,0.012023896
5368,3.0,3.0,0.16269566
5369,1.0,1.0,0.20653193
5370,0.0,0.0,0.2541558
5371,0.0,0.0,0.1747121
5372,2.0,7.0,0.14008974
5373,6.0,6.0,0.42223093
5374,2.0,2.0,0.29176977
5375,4.0,4.0,0.20610246
5376,4.0,4.0,0.17479411
5377,7.0,7.0,0.197777
5378,3.0,3.0,0.14207909
5379,4.0,4.0,0.2021186
5380,9.0,9.0,0.068728045
5381,2.0,7.0,0.22831476
5382,7.0,7.0,0.16464242
5383,7.0,9.0,0.2906578
5384,3.0,3.0,0.21873999
5385,3.0,3.0,0.10125996
5386,3.0,2.0,0.2944542
5387,6.0,4.0,0.33029258
5388,1.0,1.0,0.3970305
5389,8.0,8.0,0.24001502
5390,0.0,0.0,0.14768642
5391,4.0,4.0,0.6041352
5392,7.0,7.0,0.033205993
5393,3.0,3.0,0.45036638
5394,3.0,3.0,0.21489117
5395,3.0,3.0,0.0116222305
5396,5.0,5.0,0.34702682
5397,2.0,2.0,0.22009906
5398,5.0,5.0,0.034658693
5399,3.0,3.0,0.23784946
5400,7.0,9.0,0.1138167
5401,6.0,6.0,0.33548555
5402,9.0,9.0,0.12736431
5403,2.0,3.0,0.16246873
5404,2.0,8.0,0.068779774
5405,1.0,1.0,0.14276607
5406,8.0,9.0,0.10262673
5407,5.0,5.0,0.037085164
5408,6.0,7.0,0.37413648
5409,2.0,2.0,0.32200876
5410,0.0,0.0,0.24379916
5411,2.0,0.0,0.36510932
5412,8.0,8.0,0.36597142
5413,8.0,8.0,0.48847413
5414,3.0,3.0,0.22184615
5415,1.0,1.0,0.121600494
5416,6.0,6.0,0.01843871
5417,9.0,9.0,0.016113525
5418,8.0,9.0,0.2761585
5419,0.0,8.0,0.16261333
5420,5.0,5.0,0.085107684
5421,7.0,7.0,0.072287284
5422,6.0,6.0,0.2888033
5423,3.0,3.0,0.04130273
5424,5.0,3.0,0.27597967
5425,1.0,1.0,0.04939688
5426,4.0,4.0,0.10917683
5427,2.0,2.0,0.042836282
5428,3.0,3.0,0.5348913
5429,0.0,0.0,0.1261665
5430,8.0,8.0,0.28085715
5431,5.0,6.0,0.22325404
5432,5.0,5.0,0.15923893
5433,5.0,8.0,0.0045129685
5434,6.0,6.0,0.048521455
5435,8.0,8.0,0.04169034
5436,1.0,1.0,0.2898244
5437,7.0,7.0,0.28153288
5438,6.0,4.0,0.46270302
5439,7.0,7.0,0.5218228
5440,2.0,2.0,0.08852727
5441,0.0,0.0,0.18507548
5442,7.0,9.0,0.01682353
5443,4.0,4.0,0.04534634
5444,2.0,2.0,0.22385712
5445,5.0,5.0,0.31338054
5446,1.0,1.0,0.21145952
5447,1.0,1.0,0.2582083
5448,5.0,5.0,0.44787672
5449,1.0,0.0,0.47384018
5450,8.0,9.0,0.14115383
5451,3.0,7.0,0.21100467
5452,4.0,4.0,0.14767262
5453,4.0,4.0,0.05304579
5454,6.0,6.0,0.050279446
5455,3.0,3.0,0.07239095
5456,8.0,8.0,0.22402631
5457,7.0,7.0,0.32031217
5458,3.0,3.0,0.4801397
5459,4.0,4.0,0.023357447
5460,1.0,1.0,0.1686173
5461,1.0,1.0,0.34359452
5462,7.0,7.0,0.038047645
5463,2.0,2.0,0.34936824
5464,4.0,4.0,0.20653799
5465,7.0,4.0,0.09133424
5466,2.0,7.0,0.07813956
5467,9.0,9.0,0.08987514
5468,3.0,3.0,0.16080655
5469,5.0,5.0,0.35975802
5470,3.0,8.0,0.23512487
5471,0.0,0.0,0.18183018
5472,4.0,4.0,0.1515653
5473,9.0,9.0,0.023644162
5474,5.0,5.0,0.26720145
5475,6.0,6.0,0.19681202
5476,5.0,3.0,0.35187763
5477,8.0,8.0,0.12143742
5478,3.0,3.0,0.009079065
5479,0.0,0.0,0.2360549
5480,2.0,2.0,0.59941226
5481,5.0,5.0,0.5373545
5482,5.0,3.0,0.22640806
5483,5.0,5.0,0.1157323
5484,7.0,7.0,0.054194104
5485,2.0,7.0,0.12701136
5486,7.0,8.0,0.06872309
5487,1.0,1.0,0.34841332
5488,7.0,9.0,0.030846188
5489,5.0,5.0,0.0981289
5490,2.0,0.0,0.16328438
5491,9.0,9.0,0.603244
5492,3.0,3.0,0.1985206
5493,4.0,4.0,0.10511586
5494,1.0,1.0,0.08792833
5495,0.0,0.0,0.26345548
5496,2.0,8.0,0.07458229
5497,4.0,4.0,0.13193144
5498,4.0,4.0,0.37276015
5499,2.0,9.0,0.37594953
5500,1.0,1.0,0.061464597
5501,0.0,0.0,0.33116326
5502,1.0,1.0,0.7292076
5503,2.0,2.0,0.31713954
5504,1.0,1.0,0.36422494
5505,7.0,8.0,0.28737924
5506,2.0,2.0,0.2568111
5507,7.0,7.0,0.062115487
5508,7.0,7.0,0.56022143
5509,5.0,5.0,0.027855136
5510,6.0,1.0,0.13870654
5511,1.0,1.0,0.044847846
5512,6.0,6.0,0.067969844
5513,6.0,6.0,0.2361046
5514,1.0,1.0,0.51335025
5515,6.0,6.0,0.13557655
5516,8.0,9.0,0.093682416
5517,5.0,5.0,0.11541719
5518,7.0,7.0,0.09448186
5519,1.0,1.0,0.14472109
5520,3.0,3.0,0.06714874
5521,5.0,5.0,0.14538625
5522,7.0,7.0,0.13087039
5523,7.0,7.0,0.045300584
5524,2.0,2.0,0.0052866656
5525,4.0,4.0,0.12180842
5526,4.0,4.0,0.040623255
5527,0.0,0.0,0.3769555
5528,7.0,7.0,0.060265403
5529,7.0,9.0,0.5513492
5530,2.0,2.0,0.008079663
5531,7.0,7.0,0.089545995
5532,1.0,1.0,0.11574755
5533,2.0,2.0,0.08483205
5534,9.0,9.0,0.22031137
5535,2.0,2.0,0.103280336
5536,3.0,3.0,0.057312716
5537,9.0,9.0,0.31524366
5538,2.0,4.0,0.30760857
5539,2.0,2.0,0.11342554
5540,0.0,0.0,0.06396302
5541,6.0,6.0,0.4366766
5542,1.0,1.0,0.08959958
5543,6.0,6.0,0.16839322
5544,8.0,9.0,0.037442267
5545,6.0,6.0,0.62410957
5546,0.0,0.0,0.05236748
5547,8.0,8.0,0.20879643
5548,6.0,6.0,0.04179477
5549,2.0,2.0,0.1924115
5550,7.0,7.0,0.41663185
5551,2.0,2.0,0.0175207
5552,8.0,8.0,0.2188528
5553,5.0,5.0,0.18209119
5554,8.0,8.0,0.05135996
5555,7.0,7.0,0.24444
5556,0.0,0.0,0.13073477
5557,6.0,1.0,0.25871274
5558,2.0,7.0,0.050821066
5559,3.0,3.0,0.13910961
5560,7.0,7.0,0.113438
5561,7.0,7.0,0.07118879
5562,0.0,0.0,0.18094817
5563,7.0,7.0,0.2398479
5564,5.0,5.0,0.23872465
5565,6.0,6.0,0.0022197985
5566,8.0,8.0,0.094216295
5567,0.0,0.0,0.04607749
5568,7.0,7.0,0.14025341
5569,2.0,0.0,0.52964085
5570,2.0,8.0,0.3250194
5571,4.0,9.0,0.15762024
5572,5.0,5.0,0.062134553
5573,9.0,9.0,0.21880972
5574,0.0,0.0,0.4186202
5575,5.0,9.0,0.098912925
5576,9.0,9.0,0.01721351
5577,5.0,5.0,0.12352764
5578,4.0,4.0,0.023455199
5579,9.0,9.0,0.23821199
5580,5.0,5.0,0.20602697
5581,4.0,4.0,0.26771274
5582,1.0,1.0,0.07287434
5583,8.0,8.0,0.32924548
5584,2.0,2.0,0.21891156
5585,9.0,9.0,0.11073475
5586,4.0,3.0,0.33473638
5587,7.0,9.0,0.4704202
